Project Name,Package Name,Type Name,MethodName,LOC,CC,PC
json-schema,org.everit.json.schema,Schema,accept,0,1,1
json-schema,org.everit.json.schema,Schema,toString,6,1,0
json-schema,org.everit.json.schema,Schema,failure,3,1,2
json-schema,org.everit.json.schema,Schema,failure,3,1,2
json-schema,org.everit.json.schema,Schema,canEqual,3,1,1
json-schema,org.everit.json.schema,Builder,title,4,1,1
json-schema,org.everit.json.schema,Builder,description,4,1,1
json-schema,org.everit.json.schema,Builder,id,4,1,1
json-schema,org.everit.json.schema,Builder,schemaLocation,3,1,1
json-schema,org.everit.json.schema,Builder,schemaLocation,4,1,1
json-schema,org.everit.json.schema,Builder,defaultValue,4,1,1
json-schema,org.everit.json.schema,Builder,nullable,4,1,1
json-schema,org.everit.json.schema,Builder,readOnly,4,1,1
json-schema,org.everit.json.schema,Builder,writeOnly,4,1,1
json-schema,org.everit.json.schema,Builder,unprocessedProperties,4,1,1
json-schema,org.everit.json.schema,Builder,build,0,1,0
json-schema,org.everit.json.schema,SchemaException,typeOfValue,3,1,1
json-schema,org.everit.json.schema,SchemaException,buildMessage,11,2,4
json-schema,org.everit.json.schema,SchemaException,actualTypeDescr,3,1,1
json-schema,org.everit.json.schema,SchemaException,buildMessage,4,1,3
json-schema,org.everit.json.schema,SchemaException,buildMessage,3,1,3
json-schema,org.everit.json.schema,SchemaException,joinClassNames,3,1,1
json-schema,org.everit.json.schema,SchemaException,SchemaException,4,1,2
json-schema,org.everit.json.schema,SchemaException,SchemaException,4,1,4
json-schema,org.everit.json.schema,SchemaException,SchemaException,4,1,3
json-schema,org.everit.json.schema,SchemaException,SchemaException,4,1,2
json-schema,org.everit.json.schema,SchemaException,SchemaException,3,1,1
json-schema,org.everit.json.schema,SchemaException,SchemaException,3,1,3
json-schema,org.everit.json.schema,SchemaException,SchemaException,3,1,3
json-schema,org.everit.json.schema,SchemaException,SchemaException,4,1,2
json-schema,org.everit.json.schema,SchemaException,equals,6,3,1
json-schema,org.everit.json.schema,SchemaException,hashCode,3,1,0
json-schema,org.everit.json.schema,SchemaException,getSchemaLocation,3,1,0
json-schema,org.everit.json.schema,SchemaException,toJSON,6,1,0
json-schema,org.everit.json.schema,SchemaLocation,empty,3,1,0
json-schema,org.everit.json.schema,SchemaLocation,parseURI,25,3,1
json-schema,org.everit.json.schema,SchemaLocation,SchemaLocation,4,1,2
json-schema,org.everit.json.schema,SchemaLocation,SchemaLocation,4,1,1
json-schema,org.everit.json.schema,SchemaLocation,addPointerSegment,6,1,1
json-schema,org.everit.json.schema,SchemaLocation,equals,6,3,1
json-schema,org.everit.json.schema,SchemaLocation,hashCode,3,1,0
json-schema,org.everit.json.schema,SchemaLocation,toString,11,3,0
json-schema,org.everit.json.schema,StringSchema,build,3,1,0
json-schema,org.everit.json.schema,StringSchema,formatValidator,4,1,1
json-schema,org.everit.json.schema,StringSchema,maxLength,4,1,1
json-schema,org.everit.json.schema,StringSchema,minLength,4,1,1
json-schema,org.everit.json.schema,StringSchema,pattern,3,1,1
json-schema,org.everit.json.schema,StringSchema,pattern,4,1,1
json-schema,org.everit.json.schema,StringSchema,requiresString,4,1,1
json-schema,org.everit.json.schema,StringSchema,builder,3,1,0
json-schema,org.everit.json.schema,StringSchema,StringSchema,3,1,0
json-schema,org.everit.json.schema,StringSchema,StringSchema,8,1,1
json-schema,org.everit.json.schema,StringSchema,getMaxLength,3,1,0
json-schema,org.everit.json.schema,StringSchema,getMinLength,3,1,0
json-schema,org.everit.json.schema,StringSchema,getRegexpPattern,3,1,0
json-schema,org.everit.json.schema,StringSchema,getPattern,8,2,0
json-schema,org.everit.json.schema,StringSchema,accept,3,1,1
json-schema,org.everit.json.schema,StringSchema,equals,12,3,1
json-schema,org.everit.json.schema,StringSchema,getFormatValidator,3,1,0
json-schema,org.everit.json.schema,StringSchema,hashCode,3,1,0
json-schema,org.everit.json.schema,StringSchema,canEqual,3,1,1
json-schema,org.everit.json.schema,StringSchema,requireString,3,1,0
json-schema,org.everit.json.schema,Builder,build,3,1,0
json-schema,org.everit.json.schema,Builder,formatValidator,4,1,1
json-schema,org.everit.json.schema,Builder,maxLength,4,1,1
json-schema,org.everit.json.schema,Builder,minLength,4,1,1
json-schema,org.everit.json.schema,Builder,pattern,3,1,1
json-schema,org.everit.json.schema,Builder,pattern,4,1,1
json-schema,org.everit.json.schema,Builder,requiresString,4,1,1
json-schema,org.everit.json.schema,StringSchemaValidatingVisitor,StringSchemaValidatingVisitor,4,1,2
json-schema,org.everit.json.schema,StringSchemaValidatingVisitor,visitStringSchema,8,1,1
json-schema,org.everit.json.schema,StringSchemaValidatingVisitor,visitMinLength,5,2,1
json-schema,org.everit.json.schema,StringSchemaValidatingVisitor,visitMaxLength,5,2,1
json-schema,org.everit.json.schema,StringSchemaValidatingVisitor,visitPattern,6,2,1
json-schema,org.everit.json.schema,StringSchemaValidatingVisitor,visitFormat,6,2,1
json-schema,org.everit.json.schema,StringToValueConverter,stringToValue,23,6,1
json-schema,org.everit.json.schema,StringToValueConverter,isDecimalNotation,3,1,1
json-schema,org.everit.json.schema,StringToValueConverter,stringToNumber,48,11,1
json-schema,org.everit.json.schema,ToStringVisitor,ToStringVisitor,3,1,1
json-schema,org.everit.json.schema,ToStringVisitor,visitSchema,23,4,1
json-schema,org.everit.json.schema,ToStringVisitor,deduceSpecVersion,11,3,1
json-schema,org.everit.json.schema,ToStringVisitor,printInJsonObject,15,2,1
json-schema,org.everit.json.schema,ToStringVisitor,visitBooleanSchema,7,1,1
json-schema,org.everit.json.schema,ToStringVisitor,visitArraySchema,10,2,1
json-schema,org.everit.json.schema,ToStringVisitor,visit,6,1,1
json-schema,org.everit.json.schema,ToStringVisitor,visitAllItemSchema,4,1,1
json-schema,org.everit.json.schema,ToStringVisitor,visitEmptySchema,8,2,1
json-schema,org.everit.json.schema,ToStringVisitor,visitItemSchemas,6,1,1
json-schema,org.everit.json.schema,ToStringVisitor,visitItemSchema,3,1,2
json-schema,org.everit.json.schema,ToStringVisitor,visitSchemaOfAdditionalItems,4,1,1
json-schema,org.everit.json.schema,ToStringVisitor,visitContainedItemSchema,4,1,1
json-schema,org.everit.json.schema,ToStringVisitor,visitConditionalSchema,3,1,1
json-schema,org.everit.json.schema,ToStringVisitor,visitNotSchema,8,1,1
json-schema,org.everit.json.schema,ToStringVisitor,visitNumberSchema,24,3,1
json-schema,org.everit.json.schema,ToStringVisitor,visitConstSchema,8,1,1
json-schema,org.everit.json.schema,ToStringVisitor,visitObjectSchema,19,4,1
json-schema,org.everit.json.schema,ToStringVisitor,visitRequiredProperties,5,2,1
json-schema,org.everit.json.schema,ToStringVisitor,visitSchemaOfAdditionalProperties,4,1,1
json-schema,org.everit.json.schema,ToStringVisitor,describePropertyDependencies,12,1,1
json-schema,org.everit.json.schema,ToStringVisitor,visitPropertyNameSchema,4,1,1
json-schema,org.everit.json.schema,ToStringVisitor,visitPropertySchemas,6,2,1
json-schema,org.everit.json.schema,ToStringVisitor,printSchemaMap,9,1,1
json-schema,org.everit.json.schema,ToStringVisitor,visitPatternProperties,6,2,1
json-schema,org.everit.json.schema,ToStringVisitor,visitCombinedSchema,19,2,1
json-schema,org.everit.json.schema,ToStringVisitor,visitIfSchema,4,1,1
json-schema,org.everit.json.schema,ToStringVisitor,visitThenSchema,4,1,1
json-schema,org.everit.json.schema,ToStringVisitor,visitElseSchema,4,1,1
json-schema,org.everit.json.schema,ToStringVisitor,visitFalseSchema,3,1,1
json-schema,org.everit.json.schema,ToStringVisitor,visitNullSchema,8,1,1
json-schema,org.everit.json.schema,ToStringVisitor,visitStringSchema,15,3,1
json-schema,org.everit.json.schema,ToStringVisitor,visitEnumSchema,10,1,1
json-schema,org.everit.json.schema,ToStringVisitor,visitReferenceSchema,8,1,1
json-schema,org.everit.json.schema,TrueSchema,build,3,1,0
json-schema,org.everit.json.schema,TrueSchema,builder,3,1,0
json-schema,org.everit.json.schema,TrueSchema,TrueSchema,3,1,1
json-schema,org.everit.json.schema,TrueSchema,describeTo,3,1,1
json-schema,org.everit.json.schema,TrueSchema,toString,3,1,0
json-schema,org.everit.json.schema,TrueSchema,equals,3,1,1
json-schema,org.everit.json.schema,Builder,build,3,1,0
json-schema,org.everit.json.schema,TypeChecker,isAssignableFrom,6,2,2
json-schema,org.everit.json.schema,ValidatingVisitor,isNull,3,1,1
json-schema,org.everit.json.schema,ValidatingVisitor,visit,7,2,1
json-schema,org.everit.json.schema,ValidatingVisitor,ValidatingVisitor,10,2,5
json-schema,org.everit.json.schema,ValidatingVisitor,visitNumberSchema,3,1,1
json-schema,org.everit.json.schema,ValidatingVisitor,visitArraySchema,3,1,1
json-schema,org.everit.json.schema,ValidatingVisitor,visitBooleanSchema,5,1,1
json-schema,org.everit.json.schema,ValidatingVisitor,visitNullSchema,5,2,1
json-schema,org.everit.json.schema,ValidatingVisitor,visitConstSchema,9,3,1
json-schema,org.everit.json.schema,ValidatingVisitor,visitEnumSchema,9,3,1
json-schema,org.everit.json.schema,ValidatingVisitor,visitFalseSchema,3,1,1
json-schema,org.everit.json.schema,ValidatingVisitor,visitNotSchema,7,2,1
json-schema,org.everit.json.schema,ValidatingVisitor,visitReferenceSchema,13,4,1
json-schema,org.everit.json.schema,ValidatingVisitor,visitObjectSchema,3,1,1
json-schema,org.everit.json.schema,ValidatingVisitor,visitStringSchema,3,1,1
json-schema,org.everit.json.schema,ValidatingVisitor,visitCombinedSchema,19,3,1
json-schema,org.everit.json.schema,ValidatingVisitor,visitConditionalSchema,3,1,1
json-schema,org.everit.json.schema,ValidatingVisitor,reportSchemaMatchEvent,8,2,3
json-schema,org.everit.json.schema,ValidatingVisitor,getFailureOfSchema,7,1,2
json-schema,org.everit.json.schema,ValidatingVisitor,failIfErrorFound,3,1,0
json-schema,org.everit.json.schema,ValidatingVisitor,failure,3,1,2
json-schema,org.everit.json.schema,ValidatingVisitor,failure,3,1,2
json-schema,org.everit.json.schema,ValidatingVisitor,failure,3,1,1
json-schema,org.everit.json.schema,ValidatingVisitor,getFailureState,3,1,0
json-schema,org.everit.json.schema,ValidatingVisitor,isFailureStateChanged,3,1,1
json-schema,org.everit.json.schema,ValidatingVisitor,ifPassesTypeCheck,25,8,5
json-schema,org.everit.json.schema,ValidatingVisitor,ifPassesTypeCheck,3,1,4
json-schema,org.everit.json.schema,ValidationException,getViolationCount,4,1,1
json-schema,org.everit.json.schema,ValidationException,getAllMessages,5,1,1
json-schema,org.everit.json.schema,ValidationException,throwFor,12,3,2
json-schema,org.everit.json.schema,ValidationException,createWrappingException,3,1,2
json-schema,org.everit.json.schema,ValidationException,ValidationException,3,1,2
json-schema,org.everit.json.schema,ValidationException,ValidationException,3,1,3
json-schema,org.everit.json.schema,ValidationException,ValidationException,3,1,4
json-schema,org.everit.json.schema,ValidationException,ValidationException,3,1,5
json-schema,org.everit.json.schema,ValidationException,ValidationException,3,1,2
json-schema,org.everit.json.schema,ValidationException,ValidationException,3,1,3
json-schema,org.everit.json.schema,ValidationException,ValidationException,3,1,4
json-schema,org.everit.json.schema,ValidationException,ValidationException,3,1,4
json-schema,org.everit.json.schema,ValidationException,ValidationException,8,1,6
json-schema,org.everit.json.schema,ValidationException,ValidationException,3,1,1
json-schema,org.everit.json.schema,ValidationException,ValidationException,3,1,6
json-schema,org.everit.json.schema,ValidationException,ValidationException,3,1,3
json-schema,org.everit.json.schema,ValidationException,getCausingExceptions,3,1,0
json-schema,org.everit.json.schema,ValidationException,getAllMessages,8,2,0
json-schema,org.everit.json.schema,ValidationException,getMessage,3,1,0
json-schema,org.everit.json.schema,ValidationException,getErrorMessage,3,1,0
json-schema,org.everit.json.schema,ValidationException,getPointerToViolation,6,2,0
json-schema,org.everit.json.schema,ValidationException,getViolatedSchema,3,1,0
json-schema,org.everit.json.schema,ValidationException,prepend,3,1,1
json-schema,org.everit.json.schema,ValidationException,prepend,6,1,2
json-schema,org.everit.json.schema,ValidationException,getViolationCount,3,1,0
json-schema,org.everit.json.schema,ValidationException,getKeyword,3,1,0
json-schema,org.everit.json.schema,ValidationException,toJSON,17,3,0
json-schema,org.everit.json.schema,ValidationException,getSchemaLocation,3,1,0
json-schema,org.everit.json.schema,ValidationException,equals,10,7,1
json-schema,org.everit.json.schema,ValidationException,hashCode,8,1,0
json-schema,org.everit.json.schema,ValidationException,copy,3,1,0
json-schema,org.everit.json.schema,ValidationFailureReporter,ValidationFailureReporter,3,1,1
json-schema,org.everit.json.schema,ValidationFailureReporter,failure,3,1,2
json-schema,org.everit.json.schema,ValidationFailureReporter,failure,3,1,2
json-schema,org.everit.json.schema,ValidationFailureReporter,failure,0,1,1
json-schema,org.everit.json.schema,ValidationFailureReporter,inContextOfSchema,8,1,2
json-schema,org.everit.json.schema,ValidationFailureReporter,validationFinished,0,1,0
json-schema,org.everit.json.schema,ValidationFailureReporter,getState,3,1,0
json-schema,org.everit.json.schema,ValidationFailureReporter,isChanged,3,1,1
json-schema,org.everit.json.schema,Validator,failEarly,4,1,0
json-schema,org.everit.json.schema,Validator,readWriteContext,4,1,1
json-schema,org.everit.json.schema,Validator,withListener,4,1,1
json-schema,org.everit.json.schema,Validator,primitiveValidationStrategy,4,1,1
json-schema,org.everit.json.schema,Validator,build,3,1,0
json-schema,org.everit.json.schema,Validator,builder,3,1,0
json-schema,org.everit.json.schema,Validator,performValidation,0,1,2
json-schema,org.everit.json.schema,ValidatorBuilder,failEarly,4,1,0
json-schema,org.everit.json.schema,ValidatorBuilder,readWriteContext,4,1,1
json-schema,org.everit.json.schema,ValidatorBuilder,withListener,4,1,1
json-schema,org.everit.json.schema,ValidatorBuilder,primitiveValidationStrategy,4,1,1
json-schema,org.everit.json.schema,ValidatorBuilder,build,3,1,0
json-schema,org.everit.json.schema,DefaultValidator,DefaultValidator,6,1,4
json-schema,org.everit.json.schema,DefaultValidator,performValidation,12,1,2
json-schema,org.everit.json.schema,DefaultValidator,createFailureReporter,6,2,1
json-schema,org.everit.json.schema,Visitor,visitSchema,2,1,1
json-schema,org.everit.json.schema,Visitor,visitNumberSchema,10,1,1
json-schema,org.everit.json.schema,Visitor,visitMinimum,2,1,1
json-schema,org.everit.json.schema,Visitor,visitExclusiveMinimum,2,1,1
json-schema,org.everit.json.schema,Visitor,visitExclusiveMinimumLimit,2,1,1
json-schema,org.everit.json.schema,Visitor,visitMaximum,2,1,1
json-schema,org.everit.json.schema,Visitor,visitExclusiveMaximum,2,1,1
json-schema,org.everit.json.schema,Visitor,visitExclusiveMaximumLimit,2,1,1
json-schema,org.everit.json.schema,Visitor,visitMultipleOf,2,1,1
json-schema,org.everit.json.schema,Visitor,visit,3,1,1
json-schema,org.everit.json.schema,Visitor,visitArraySchema,19,5,1
json-schema,org.everit.json.schema,Visitor,visitItemSchemas,7,3,1
json-schema,org.everit.json.schema,Visitor,visitMinItems,2,1,1
json-schema,org.everit.json.schema,Visitor,visitMaxItems,2,1,1
json-schema,org.everit.json.schema,Visitor,visitUniqueItems,2,1,1
json-schema,org.everit.json.schema,Visitor,visitAllItemSchema,3,1,1
json-schema,org.everit.json.schema,Visitor,visitAdditionalItems,2,1,1
json-schema,org.everit.json.schema,Visitor,visitItemSchema,3,1,2
json-schema,org.everit.json.schema,Visitor,visitSchemaOfAdditionalItems,3,1,1
json-schema,org.everit.json.schema,Visitor,visitContainedItemSchema,3,1,1
json-schema,org.everit.json.schema,Visitor,visitBooleanSchema,3,1,1
json-schema,org.everit.json.schema,Visitor,visitNullSchema,3,1,1
json-schema,org.everit.json.schema,Visitor,visitEmptySchema,3,1,1
json-schema,org.everit.json.schema,Visitor,visitConstSchema,3,1,1
json-schema,org.everit.json.schema,Visitor,visitEnumSchema,3,1,1
json-schema,org.everit.json.schema,Visitor,visitFalseSchema,3,1,1
json-schema,org.everit.json.schema,Visitor,visitNotSchema,4,1,1
json-schema,org.everit.json.schema,Visitor,visitReferenceSchema,3,1,1
json-schema,org.everit.json.schema,Visitor,visitObjectSchema,27,7,1
json-schema,org.everit.json.schema,Visitor,visitRequiredProperties,5,2,1
json-schema,org.everit.json.schema,Visitor,visitPatternProperties,5,2,1
json-schema,org.everit.json.schema,Visitor,visitPropertySchemas,5,2,1
json-schema,org.everit.json.schema,Visitor,visitPropertySchema,3,1,2
json-schema,org.everit.json.schema,Visitor,visitSchemaDependency,3,1,2
json-schema,org.everit.json.schema,Visitor,visitPatternPropertySchema,3,1,2
json-schema,org.everit.json.schema,Visitor,visitSchemaOfAdditionalProperties,3,1,1
json-schema,org.everit.json.schema,Visitor,visitAdditionalProperties,2,1,1
json-schema,org.everit.json.schema,Visitor,visitPropertyDependencies,2,1,2
json-schema,org.everit.json.schema,Visitor,visitMaxProperties,2,1,1
json-schema,org.everit.json.schema,Visitor,visitMinProperties,2,1,1
json-schema,org.everit.json.schema,Visitor,visitPropertyNameSchema,3,1,1
json-schema,org.everit.json.schema,Visitor,visitRequiredPropertyName,2,1,1
json-schema,org.everit.json.schema,Visitor,visitStringSchema,7,1,1
json-schema,org.everit.json.schema,Visitor,visitFormat,2,1,1
json-schema,org.everit.json.schema,Visitor,visitPattern,2,1,1
json-schema,org.everit.json.schema,Visitor,visitMaxLength,2,1,1
json-schema,org.everit.json.schema,Visitor,visitMinLength,2,1,1
json-schema,org.everit.json.schema,Visitor,visitCombinedSchema,3,1,1
json-schema,org.everit.json.schema,Visitor,visitConditionalSchema,6,1,1
json-schema,org.everit.json.schema,Visitor,visitIfSchema,3,1,1
json-schema,org.everit.json.schema,Visitor,visitThenSchema,3,1,1
json-schema,org.everit.json.schema,Visitor,visitElseSchema,3,1,1
json-schema,org.everit.json.schema,ArraySchemaTest,additionalItemsSchema,3,1,0
json-schema,org.everit.json.schema,ArraySchemaTest,ignoreAdditionalItemsIfNoItemsSchema,3,1,0
json-schema,org.everit.json.schema,ArraySchemaTest,additionalItemsSchemaFailure,5,1,0
json-schema,org.everit.json.schema,ArraySchemaTest,booleanItems,4,1,0
json-schema,org.everit.json.schema,ArraySchemaTest,doesNotRequireExplicitArray,3,1,0
json-schema,org.everit.json.schema,ArraySchemaTest,maxItems,4,1,0
json-schema,org.everit.json.schema,ArraySchemaTest,minItems,4,1,0
json-schema,org.everit.json.schema,ArraySchemaTest,noAdditionalItems,4,1,0
json-schema,org.everit.json.schema,ArraySchemaTest,noItemSchema,3,1,0
json-schema,org.everit.json.schema,ArraySchemaTest,nonUniqueArrayOfArrays,4,1,0
json-schema,org.everit.json.schema,ArraySchemaTest,tupleAndListFailure,6,1,0
json-schema,org.everit.json.schema,ArraySchemaTest,tupleWithOneItem,5,1,0
json-schema,org.everit.json.schema,ArraySchemaTest,subjectHasLessElemsThanTupleEntries,4,1,0
json-schema,org.everit.json.schema,ArraySchemaTest,typeFailure,3,1,0
json-schema,org.everit.json.schema,ArraySchemaTest,uniqueItemsObjectViolation,4,1,0
json-schema,org.everit.json.schema,ArraySchemaTest,uniqueItemsViolation,4,1,0
json-schema,org.everit.json.schema,ArraySchemaTest,uniqueItemsWithSameToString,3,1,0
json-schema,org.everit.json.schema,ArraySchemaTest,uniqueObjectValues,3,1,0
json-schema,org.everit.json.schema,ArraySchemaTest,equalsVerifier,3,1,0
json-schema,org.everit.json.schema,ArraySchemaTest,toStringTest,5,1,0
json-schema,org.everit.json.schema,ArraySchemaTest,toStringAdditionalItems,7,1,0
json-schema,org.everit.json.schema,ArraySchemaTest,toStringNoExplicitType,6,1,0
json-schema,org.everit.json.schema,ArraySchemaTest,toStringTupleSchema,5,1,0
json-schema,org.everit.json.schema,ArraySchemaTest,toStringContains,5,1,0
json-schema,org.everit.json.schema,ArraySchemaTest,containedItemSchemaFailure,3,1,0
json-schema,org.everit.json.schema,ArraySchemaTest,containedItemSchemaEmptyArr,3,1,0
json-schema,org.everit.json.schema,ArraySchemaTest,requiresArray_nullable,4,1,0
json-schema,org.everit.json.schema,BooleanSchemaTest,failure,3,1,0
json-schema,org.everit.json.schema,BooleanSchemaTest,success,3,1,0
json-schema,org.everit.json.schema,BooleanSchemaTest,toStringTest,3,1,0
json-schema,org.everit.json.schema,BooleanSchemaTest,equalsVerifier,3,1,0
json-schema,org.everit.json.schema,CollectingFailureReporterTest,noNewExceptions_returnsNull,4,1,0
json-schema,org.everit.json.schema,CollectingFailureReporterTest,subSchemaIsNull,8,1,0
json-schema,org.everit.json.schema,CollectingFailureReporterTest,singleExceptionAdded_andReturned,10,1,0
json-schema,org.everit.json.schema,CollectingFailureReporterTest,multipleFailures_areWrapped,13,1,0
json-schema,org.everit.json.schema,CollectingFailureReporterTest,createSubject,3,1,0
json-schema,org.everit.json.schema,CombinedSchemaTest,subschemasSort,21,1,0
json-schema,org.everit.json.schema,CombinedSchemaTest,allCriterionFailure,6,1,0
json-schema,org.everit.json.schema,CombinedSchemaTest,allCriterionSuccess,3,1,0
json-schema,org.everit.json.schema,CombinedSchemaTest,anyCriterionFailure,6,1,0
json-schema,org.everit.json.schema,CombinedSchemaTest,anyCriterionSuccess,3,1,0
json-schema,org.everit.json.schema,CombinedSchemaTest,anyOfInvalid,6,1,0
json-schema,org.everit.json.schema,CombinedSchemaTest,factories,5,1,0
json-schema,org.everit.json.schema,CombinedSchemaTest,oneCriterionFailure,6,1,0
json-schema,org.everit.json.schema,CombinedSchemaTest,oneCriterionSuccess,3,1,0
json-schema,org.everit.json.schema,CombinedSchemaTest,validateAll,3,1,0
json-schema,org.everit.json.schema,CombinedSchemaTest,validateAny,3,1,0
json-schema,org.everit.json.schema,CombinedSchemaTest,validateOne,3,1,0
json-schema,org.everit.json.schema,CombinedSchemaTest,reportCauses,9,1,0
json-schema,org.everit.json.schema,CombinedSchemaTest,equalsVerifier,3,1,0
json-schema,org.everit.json.schema,CombinedSchemaTest,toStringTest,5,1,0
json-schema,org.everit.json.schema,CombinedSchemaTest,toStringTest_withSynthetic,5,1,0
json-schema,org.everit.json.schema,CombinedSchemaTest,oneOfEarlyFailureTest,7,1,0
json-schema,org.everit.json.schema,ConditionalSchemaEventsTest,before,3,1,0
json-schema,org.everit.json.schema,ConditionalSchemaEventsTest,validateInstance,7,1,1
json-schema,org.everit.json.schema,ConditionalSchemaEventsTest,ifMatch_thenMatch,7,1,0
json-schema,org.everit.json.schema,ConditionalSchemaEventsTest,ifMatch_thenMismatch,8,1,0
json-schema,org.everit.json.schema,ConditionalSchemaEventsTest,ifMismatch_elseMatch,8,1,0
json-schema,org.everit.json.schema,ConditionalSchemaEventsTest,ifMismatch_elseMismatch,9,1,0
json-schema,org.everit.json.schema,ConditionalSchemaTest,initCompleteSchema,3,1,0
json-schema,org.everit.json.schema,ConditionalSchemaTest,onlyIfSuccessEvenIfDataIsInvalidAgainstSubschema,3,1,0
json-schema,org.everit.json.schema,ConditionalSchemaTest,onlyIfSuccess,3,1,0
json-schema,org.everit.json.schema,ConditionalSchemaTest,onlyThenSuccessEvenIfDataIsInvalidAgainstSubschema,3,1,0
json-schema,org.everit.json.schema,ConditionalSchemaTest,onlyThenSuccess,3,1,0
json-schema,org.everit.json.schema,ConditionalSchemaTest,onlyElseSuccessEvenIfDataIsInvalidAgainstSubschema,3,1,0
json-schema,org.everit.json.schema,ConditionalSchemaTest,onlyElseSuccess,3,1,0
json-schema,org.everit.json.schema,ConditionalSchemaTest,ifSubschemaSuccessThenSubschemaFailure,4,1,0
json-schema,org.everit.json.schema,ConditionalSchemaTest,ifSubschemaFailureThenSubschemaFailure,3,1,0
json-schema,org.everit.json.schema,ConditionalSchemaTest,ifSubschemaSuccessThenSubschemaSuccess,3,1,0
json-schema,org.everit.json.schema,ConditionalSchemaTest,ifSubschemaFailureThenSubschemaSuccess,3,1,0
json-schema,org.everit.json.schema,ConditionalSchemaTest,ifSubschemaSuccessElseSubschemaFailure,3,1,0
json-schema,org.everit.json.schema,ConditionalSchemaTest,ifSubschemaFailureElseSubschemaFailure,4,1,0
json-schema,org.everit.json.schema,ConditionalSchemaTest,ifSubschemaSuccessElseSubschemaSuccess,3,1,0
json-schema,org.everit.json.schema,ConditionalSchemaTest,ifSubschemaFailureElseSubschemaSuccess,3,1,0
json-schema,org.everit.json.schema,ConditionalSchemaTest,thenSubschemaSuccessElseSubschemaFailure,3,1,0
json-schema,org.everit.json.schema,ConditionalSchemaTest,thenSubschemaFailureElseSubschemaFailure,3,1,0
json-schema,org.everit.json.schema,ConditionalSchemaTest,thenSubschemaSuccessElseSubschemaSuccess,3,1,0
json-schema,org.everit.json.schema,ConditionalSchemaTest,thenSubschemaFailureElseSubschemaSuccess,3,1,0
json-schema,org.everit.json.schema,ConditionalSchemaTest,ifSubschemaSuccessThenSubschemaSuccessElseSubSchemaSuccess,3,1,0
json-schema,org.everit.json.schema,ConditionalSchemaTest,ifSubschemaSuccessThenSubschemaSuccessElseSubSchemaFailure,3,1,0
json-schema,org.everit.json.schema,ConditionalSchemaTest,ifSubschemaSuccessThenSubschemaFailureElseSubSchemaSuccess,4,1,0
json-schema,org.everit.json.schema,ConditionalSchemaTest,ifSubschemaSuccessThenSubschemaFailureElseSubSchemaFailure,4,1,0
json-schema,org.everit.json.schema,ConditionalSchemaTest,ifSubschemaFailureThenSubschemaSuccessElseSubSchemaSuccess,3,1,0
json-schema,org.everit.json.schema,ConditionalSchemaTest,ifSubschemaFailureThenSubschemaSuccessElseSubSchemaFailure,4,1,0
json-schema,org.everit.json.schema,ConditionalSchemaTest,ifSubschemaFailureThenSubschemaFailureElseSubSchemaSuccess,3,1,0
json-schema,org.everit.json.schema,ConditionalSchemaTest,ifSubschemaFailureThenSubschemaFailureElseSubSchemaFailure,4,1,0
json-schema,org.everit.json.schema,ConditionalSchemaTest,toStringTest,5,1,0
json-schema,org.everit.json.schema,ConditionalSchemaTest,toString_noIf,7,1,0
json-schema,org.everit.json.schema,ConditionalSchemaTest,toString_noThen,7,1,0
json-schema,org.everit.json.schema,ConditionalSchemaTest,toString_noElse,8,1,0
json-schema,org.everit.json.schema,ConstSchemaTest,testSuccess,4,1,1
json-schema,org.everit.json.schema,ConstSchemaTest,testSuccess,4,1,2
json-schema,org.everit.json.schema,ConstSchemaTest,testFailure,3,1,2
json-schema,org.everit.json.schema,ConstSchemaTest,successWithInteger,3,1,0
json-schema,org.everit.json.schema,ConstSchemaTest,failureWithInteger,3,1,0
json-schema,org.everit.json.schema,ConstSchemaTest,successWithNull,4,1,0
json-schema,org.everit.json.schema,ConstSchemaTest,failureWithNull,3,1,0
json-schema,org.everit.json.schema,ConstSchemaTest,successWithObject,5,1,0
json-schema,org.everit.json.schema,ConstSchemaTest,toStringTest,5,1,0
json-schema,org.everit.json.schema,ConstSchemaTest,toStringWithNull,5,1,0
json-schema,org.everit.json.schema,ConstSchemaTest,toStringWithObject,5,1,0
json-schema,org.everit.json.schema,ConstSchemaTest,failureWithObject,3,1,0
json-schema,org.everit.json.schema,ConstSchemaTest,successWithArray,3,1,0
json-schema,org.everit.json.schema,ConstSchemaTest,failureWithArray,3,1,0
json-schema,org.everit.json.schema,DefaultAndRequiredTest,defaultAndRequired,18,2,0
json-schema,org.everit.json.schema,DefaultInOneOfTest,defaultInFirstOneOf,9,1,0
json-schema,org.everit.json.schema,DefaultInOneOfTest,defaultInLastOneOf,9,1,0
json-schema,org.everit.json.schema,DynamicReferenceSchemaExample,main,13,1,1
json-schema,org.everit.json.schema,EarlyFailingFailureReporterTest,createSubject,3,1,0
json-schema,org.everit.json.schema,EarlyFailingFailureReporterTest,testFailure,11,1,0
json-schema,org.everit.json.schema,EarlyFailingFailureReporterTest,testValidationFinished,3,1,0
json-schema,org.everit.json.schema,EmptySchemaTest,testValidate,3,1,0
json-schema,org.everit.json.schema,EmptySchemaTest,testBuilder,3,1,0
json-schema,org.everit.json.schema,EmptySchemaTest,testToString,3,1,0
